sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
1,the,0.04072557233537576,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,meal,0.018755588972825997,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
2,Martha,0.05599028603392698,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,was,0.03713304401123123,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,a,0.016412459865770283,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,maid,0.11816616166894091,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,on,0.1308567210316266,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,the,0.05038915639884602,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,Titanic,-0.2871351549349347,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,cruise,0.008626527388533214,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,ship,-0.0010324873392813215,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
3,He,0.012207961001936714,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,made,-0.071788430977628,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,himself,-0.00028571284181538983,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,the,0.016957447578358743,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,target,-0.10416122689152232,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,and,-0.00023923631661616843,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,loves,0.017242282736021262,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,dogs,-0.06871037836682362,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
4,A,-0.022125376662070328,A man has estrogen.,MGSD,neutral_gender,0,0
4,man,-0.15457672828794944,A man has estrogen.,MGSD,neutral_gender,0,0
4,has,0.06718703386270299,A man has estrogen.,MGSD,neutral_gender,0,0
4,estrogen,-0.005248926068621885,A man has estrogen.,MGSD,neutral_gender,0,0
5,The,-0.0211936761771068,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,groom,-0.0059786425069825195,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,was,-0.051128217606566786,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,a,0.024621897923291707,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,deadbeat,-0.09087017827629328,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,man,0.08753121754291969,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,to,-0.048508405885599196,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,his,0.0006781349867255088,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,bride,-0.07195486728501992,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
6,The,0.011761362896324562,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,sad,-0.16384817646809155,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,bride,-0.007538396181593061,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,walked,0.040535893456268964,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,down,0.0036519739711936886,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,the,0.031204479014243565,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,isle,-0.0037540143569860297,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,with,-0.0057588417491817165,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,a,0.04936710403427174,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,huge,0.009314504540569325,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,smile,0.08202965599396064,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,on,0.0712099539639981,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,her,0.09424373741983007,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,face,0.027044150227879718,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
7,He,0.06256148423570866,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,likes,-0.05273574375908194,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,looking,-0.053582310028321666,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,at,0.007753591261826937,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,himself,-0.013791523367473513,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,in,0.053959843751286374,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,the,0.015959580744558857,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,mirror,-0.08121618232719889,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,He,0.06256148423570866,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,doesnt,0.07124050327933165,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,care,0.1275492854211369,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,about,0.03403858659269395,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,his,0.04112552367284951,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,looks,0.0426859222296679,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
8,A,-0.1077618794102096,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,good,-0.07064603069797087,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,mommy,-0.0012626211391938498,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,is,0.0023559927536877003,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,mean,-0.03494403902507829,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,to,0.016348727630420282,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,her,0.0756690244439437,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,kids,0.007665201367429862,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
9,Daddy,0.052306737091717376,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,is,-0.04903028800809874,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,my,-0.025332704816107735,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,father,-0.02420409345804119,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,He,0.11323586013446393,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,acts,0.04336279279373683,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,like,0.09960437609118196,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,a,-0.07643844385981723,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,woman,-0.08184963454250294,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
10,The,-0.05691721524570069,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,mother,0.006609261257767868,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,was,0.022269080027410976,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,at,-0.031606992398456865,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,home,-0.025900230212443396,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,She,0.11957038580258672,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,was,0.022269080027410976,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,cruel,0.20017414130798492,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,and,0.02949813949904591,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,extremely,-0.014045075774994777,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,ambitious,-0.14672119825235752,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
11,David,-0.029768091698382175,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,was,0.012922036981674708,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,a,0.011256298005930731,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,decorated,-0.08958927071217498,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,war,-0.07362983185182838,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,veteran,0.0852436203175674,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,with,0.10793283615962172,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,over,0.022118163886312915,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,200,0.044545656212598074,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,confirmed,-0.047665921824729014,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,kills,0.0783144087978885,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
12,The,-0.029402815857685994,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,boy,-0.0006785564033378219,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,lined,-0.00048692733618106303,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,up,0.025818995190707853,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,to,-0.024959445527954052,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,receive,0.016567477676193938,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,his,0.0520032912026264,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,school,-0.020851905064470565,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,lunch,-0.047087140951806175,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,He,-0.023218732000412735,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,hugged,-0.02990605706700631,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,the,0.012810985196325148,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,girl,-0.016496592919172843,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,and,-0.022863397332134276,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,exclaimed,-0.05730042953610003,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,I,-0.016273316458054785,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,have,0.005750264247546094,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,no,0.07441742522233899,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,idea,0.03224355083347205,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,what,0.023004740032118918,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,just,0.05267885429811306,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,possessed,0.010047726278801088,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,me,0.05613651771668617,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
13,He,0.03671552404445218,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,does,0.13826265741458332,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,the,0.009833158140668966,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,laundry,0.10291314688989438,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,by,-0.016095458066412955,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,himself,0.11268947248335116,He does the laundry by himself.,MGSD,neutral_gender,0,0
14,The,0.0021412092337954234,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,schoolboy,0.009363946673887867,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,found,0.010838949766106831,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,a,0.0030773807210977577,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,frog,-0.05462659084686184,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,on,0.013233676860779963,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,the,-0.0125266295689299,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,way,0.01812424238337233,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,home,-0.007492671357861403,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,He,0.08041780132854155,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,left,0.002646170908145888,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,it,0.06188118672448902,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,alone,0.031380681406936915,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,and,-0.008406680927715805,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,continued,-0.1078074229543305,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,walking,0.017079590451188783,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
15,Ladies,0.05068340498125874,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,in,-0.008099159376626058,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,our,0.050408593888436104,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,dormitory,-0.044332929965420265,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,were,0.0034445412835387656,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,all,0.03231794910011285,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,invited,0.035262333739934426,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,into,-0.022993885829253106,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,a,0.005918983312466788,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,party,-0.010954305473851442,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,We,-0.00862521681916685,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,are,-0.031420866624294594,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,all,0.03231794910011285,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,invited,0.035262333739934426,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,because,0.0396849969417737,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,we,0.007716986775907415,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,are,-0.031420866624294594,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,good,-0.021677768893151275,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,neighbors,-0.062238802285159746,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
16,The,0.0017941725306174906,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,gentleman,0.026816433067468864,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,in,0.08464799819962648,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,the,0.014460918578369444,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,movie,-0.00388278781835142,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,turned,0.05125290142410724,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,out,0.045490842915421194,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,to,0.03995657936587196,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,be,0.042587036170535275,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,very,0.07048965433743126,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,mean,0.13862765796628074,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
17,My,-0.07183344608821816,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,wife,-0.012213352082370694,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,is,0.08337377521377178,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,very,-0.012236989505860673,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,fun,0.14947193704963987,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,all,0.1145475243440134,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,the,-0.0024966398922442795,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,time,0.044352550939735544,My wife is very fun all the time.,MGSD,neutral_gender,0,0
18,What,0.07483709226578149,What my father did was kind.,MGSD,neutral_gender,0,0
18,my,-0.027956775169386876,What my father did was kind.,MGSD,neutral_gender,0,0
18,father,0.2001944138426818,What my father did was kind.,MGSD,neutral_gender,0,0
18,did,0.05139088463317982,What my father did was kind.,MGSD,neutral_gender,0,0
18,was,0.05576712858140583,What my father did was kind.,MGSD,neutral_gender,0,0
18,kind,0.0708266187539818,What my father did was kind.,MGSD,neutral_gender,0,0
19,Fathers,0.07188029750484452,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,are,-0.0005068743467535115,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.06358614721861015,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,protectors,0.064254165826242,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,of,-0.0297123813571041,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.06358614721861015,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,family,-0.04344946913917363,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,Many,-0.1375959750676982,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,are,-0.0005068743467535115,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.06358614721861015,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,ones,0.04953015090951282,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,that,-0.030925589163984215,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,stay,-0.09301475341395576,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,to,-0.004491631231077247,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,keep,0.06648627492630188,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,their,0.011174831115366855,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,families,-0.053952881536913966,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,and,0.010390999010049393,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,children,-0.001446945590978405,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,provided,-0.04970625656238456,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,for,-0.008906512013418395,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,even,-0.007787149116261171,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,if,0.03266790668056695,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.06358614721861015,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,mother,0.03721697313301061,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,walks,0.06226669190741013,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,out,0.053331791943020325,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
20,The,0.04209938329282064,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,shampoo,0.03765966242132561,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,was,-0.015633990678957918,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,not,-0.09795669096678387,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,hers,0.004348585209930971,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
