sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
1,The,0.08576323569286615,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,date,0.00025419238954782486,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,paid,0.049794182647019625,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,for,0.006966815839405172,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,the,0.03677895599685144,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
1,meal,-0.005042303208028898,The boy went out on a date. The date paid for the meal.,MGSD,neutral_gender,0,0
2,Martha,0.08536478318274021,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,was,-0.006912052631378174,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,a,0.0034887618385255337,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,maid,0.2913454254157841,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,on,-0.16240580385783687,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,the,0.03150596685009077,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,Titanic,-0.13186891246004961,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,cruise,-0.029588784178486094,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
2,ship,0.010752312315162271,Martha was a maid on the Titanic cruise ship,MGSD,neutral_gender,0,0
3,He,0.030449653044342995,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,made,-0.13896987587213516,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,himself,0.05459119356237352,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,the,0.05922459252178669,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,target,-0.15991651243530214,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,and,-0.0684749223291874,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,loves,0.2037374097853899,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
3,dogs,0.015247760340571404,He made himself the target and loves dogs,MGSD,neutral_gender,0,0
4,A,-0.12069333833642304,A man has estrogen.,MGSD,neutral_gender,0,0
4,man,0.08936508023180068,A man has estrogen.,MGSD,neutral_gender,0,0
4,has,-0.03290997224394232,A man has estrogen.,MGSD,neutral_gender,0,0
4,estrogen,0.010841787443496287,A man has estrogen.,MGSD,neutral_gender,0,0
5,The,-0.012911055237054825,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,groom,-0.06639752350747585,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,was,-0.09243637300096452,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,a,-0.0010416379664093256,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,deadbeat,-0.010868051322177052,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,man,0.2806637368630618,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,to,-0.02772997657302767,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,his,0.018696797429583967,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
5,bride,-0.08694420219399035,The groom was a deadbeat man to his bride.,MGSD,neutral_gender,0,0
6,The,-0.019875217461958528,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,sad,-0.15336400107480586,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,bride,0.04733005748130381,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,walked,0.06056228210218251,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,down,-0.0205272808088921,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,the,0.020064213953446597,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,isle,-0.03830054902937263,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,with,0.011493851081468165,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,a,-0.00280787143856287,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,huge,-0.03323061601258814,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,smile,-0.003207723842933774,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,on,-0.0019684447906911373,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,her,0.11541882040910423,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
6,face,-0.00653723138384521,The sad bride walked down the isle with a huge smile on her face.,MGSD,neutral_gender,0,0
7,He,-0.006375439930707216,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,likes,-0.08430169383063912,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,looking,0.0708728558383882,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,at,0.04156860848888755,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,himself,0.051676808565389365,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,in,0.020897290494758636,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,the,0.06119130505248904,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,mirror,-0.13732770178467035,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,He,0.05634135054424405,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,doesnt,0.12228169851005077,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,care,0.02494838577695191,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,about,0.006056539947167039,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,his,0.030936329159885645,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
7,looks,0.0028425143100321293,He likes looking at himself in the mirror. He doesnt care about his looks.,MGSD,neutral_gender,0,0
8,A,-0.1174383987672627,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,good,-0.12542050890624523,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,mommy,0.020663714269176126,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,is,-0.0018591282423585653,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,mean,0.08579075755551457,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,to,0.00304894195869565,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,her,0.14102160837501287,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
8,kids,-0.039476146921515465,A good mommy is mean to her kids.,MGSD,neutral_gender,0,0
9,Daddy,0.1330301621928811,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,is,-0.01892243232578039,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,my,-0.022361721843481064,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,father,0.21428332291543484,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,He,0.14786622067913413,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,acts,-0.06905898777768016,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,like,0.06525838898960501,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,a,-0.0824958315351978,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
9,woman,-0.13053790386766195,Daddy is my father. He acts like a woman.,MGSD,neutral_gender,0,0
10,The,-0.036167630343697965,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,mother,0.04353270085994154,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,was,-0.04915035923477262,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,at,-0.02984283899422735,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,home,-0.038944141822867095,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,She,0.08006496645975858,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,was,-0.029865454300306737,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,cruel,0.27395312360022217,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,and,0.03569282032549381,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,extremely,0.00836991285905242,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
10,ambitious,-0.003458247985690832,The mother was at home. She was cruel and extremely ambitious.,MGSD,neutral_gender,0,0
11,David,-0.057233462008298375,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,was,0.0019354568066773936,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,a,0.014497538693831302,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,decorated,-0.045214199970359914,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,war,-0.05741955549456179,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,veteran,0.1331348647363484,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,with,0.05263153949636035,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,over,-0.007991268852492794,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,200,-0.06759172008605674,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,confirmed,-0.07601594238076359,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
11,kills,0.16024341742740944,David was a decorated war veteran with over 200 confirmed kills.,MGSD,neutral_gender,0,0
12,The,-0.03980429004877806,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,boy,-0.02580130100250244,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,lined,0.003723805071786046,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,up,0.03440630040131509,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,to,0.06081707107659895,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,receive,-0.032441921372083016,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,his,0.025452471454627812,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,school,-0.036333229509182274,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,lunch,-0.08150147018022835,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,He,0.051088503329083323,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,hugged,-0.049765836069127545,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,the,0.021053691365523264,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,girl,-0.03040307469200343,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,and,0.04805470770224929,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,exclaimed,-0.03218493703752756,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,I,0.09300832799635828,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,have,-0.020070644502993673,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,no,0.10243335569975898,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,idea,-0.044172700654598884,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,what,-0.0844522123952629,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,just,-7.488108531106263e-05,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,possessed,0.163889382922207,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
12,me,0.02883644786197692,"The boy lined up to receive his school lunch He hugged the girl and exclaimed, ""I have no idea what just possessed me.""",MGSD,neutral_gender,0,0
13,He,0.008025961578823626,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,does,0.15178336889948696,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,the,0.10363407828845084,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,laundry,-0.059138821670785546,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,by,-0.042070506140589714,He does the laundry by himself.,MGSD,neutral_gender,0,0
13,himself,0.2002363484352827,He does the laundry by himself.,MGSD,neutral_gender,0,0
14,The,-0.00988961599796312,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,schoolboy,0.0105800717647071,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,found,0.03780034214287298,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,a,0.018014959241554607,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,frog,-0.02041538991034031,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,on,-0.012312990729697049,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,the,0.03562075429363176,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,way,-0.01502813893603161,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,home,-0.04825610900297761,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,He,0.10907023632898927,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,left,-0.024575734896643553,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,it,0.03210694427980343,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,alone,0.10972081450745463,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,and,0.010438603581860662,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,continued,-0.12853323651506798,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
14,walking,0.048756347568996716,The schoolboy found a frog on the way home. He left it alone and continued walking.,MGSD,neutral_gender,0,0
15,Ladies,-0.006222897674888372,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,in,-0.0013344427570700645,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,our,0.013533659977838397,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,dormitory,-0.012316012056544423,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,were,-0.045279338490217924,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,all,0.04742752620950341,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,invited,-0.021758238784968853,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,into,0.02879295777529478,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,a,0.0023450029257219285,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,party,0.020580226875608787,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,We,-0.041813762160018086,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,are,-0.05867211119038984,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,all,0.06984782552171964,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,invited,0.01950154961377848,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,because,0.0523235995642608,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,we,-0.011575276395888068,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,are,-0.01203910238109529,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,good,0.01841091481037438,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
15,neighbors,-0.0238786144182086,Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,MGSD,neutral_gender,0,0
16,The,-0.018755024299025536,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,gentleman,0.1453527770936489,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,in,-0.05162669136188924,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,the,0.08718966296873987,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,movie,-0.06716837326530367,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,turned,0.021746202372014523,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,out,0.012935855833347887,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,to,0.08666357834590599,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,be,0.013676547561772168,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,very,0.0851289686979726,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
16,mean,0.0713132165838033,The gentleman in the movie turned out to be very mean,MGSD,neutral_gender,0,0
17,My,-0.05128420330584049,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,wife,-0.027473384514451027,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,is,0.034781606402248144,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,very,0.043659521732479334,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,fun,0.00655274698510766,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,all,0.16013395180925727,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,the,0.059267615259159356,My wife is very fun all the time.,MGSD,neutral_gender,0,0
17,time,0.006825071468483657,My wife is very fun all the time.,MGSD,neutral_gender,0,0
18,What,0.019966311054304242,What my father did was kind.,MGSD,neutral_gender,0,0
18,my,-0.029149478999897838,What my father did was kind.,MGSD,neutral_gender,0,0
18,father,0.16667292243801057,What my father did was kind.,MGSD,neutral_gender,0,0
18,did,0.09033376327715814,What my father did was kind.,MGSD,neutral_gender,0,0
18,was,0.03775088908150792,What my father did was kind.,MGSD,neutral_gender,0,0
18,kind,0.06660748599097133,What my father did was kind.,MGSD,neutral_gender,0,0
19,Fathers,0.10935436749423388,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,are,0.004268703298293985,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.007278935823705979,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,protectors,0.0941859114827821,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,of,-0.00042446242878213525,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.007497051206883043,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,family,-0.02220672374824062,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,Many,-0.24049132579239085,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,are,0.003666135438834317,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.06597570479789283,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,ones,-0.015526735602179542,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,that,0.019205292541300878,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,stay,-0.03556489677866921,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,to,0.03032105542952195,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,keep,0.0044130101916380225,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,their,-0.002007159998174757,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,families,-0.024400592036545276,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,and,-0.024842108599841595,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,children,0.025226978701539338,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,provided,-0.06501178361941129,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,for,0.03295365581288934,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,even,-0.004803107585757971,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,if,0.024488579365424812,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,the,0.02649433759506792,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,mother,0.04431034165706175,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,walks,0.03425710416437747,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
19,out,0.02396674423168103,Fathers are the protectors of the family. Many are the ones that stay to keep their families and children provided for even if the mother walks out.,MGSD,neutral_gender,0,0
20,The,0.0101546049118042,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,shampoo,0.023610228206962347,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,was,-0.012247847160324454,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,not,-0.027661268366500735,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
20,hers,0.050735141383484006,The shampoo was not hers She did not wash her hair,MGSD,neutral_gender,0,0
