sentence_id,token,value_shap,sentence,group,original_label,predicted_label,actual_label
19,普通,-0.0016124615212902427,广东人说话普通,region,neutral,0,0
20,南昌人,-9.253562893718481e-05,南昌人素质一般,region,neutral,0,0
20,素质,4.1348161175847054e-05,南昌人素质一般,region,neutral,0,0
20,一般,-0.08984548470471054,南昌人素质一般,region,neutral,0,0
21,河南人,-0.04249183461070061,河南人组织自己人民来抗敌,region,neutral,0,0
21,组织,-0.4923262260854244,河南人组织自己人民来抗敌,region,neutral,0,0
21,自己,-0.06852330639958382,河南人组织自己人民来抗敌,region,neutral,0,0
21,人民,0.018818605691194534,河南人组织自己人民来抗敌,region,neutral,0,0
21,来,0.009827248752117157,河南人组织自己人民来抗敌,region,neutral,0,0
21,抗敌,0.03986685536801815,河南人组织自己人民来抗敌,region,neutral,0,0
22,景德镇,0.022733986377716064,景德镇人常做瓷器,region,neutral,0,0
22,人常,-0.09727802127599716,景德镇人常做瓷器,region,neutral,0,0
22,做,0.026332037523388863,景德镇人常做瓷器,region,neutral,0,0
22,瓷器,0.038923765532672405,景德镇人常做瓷器,region,neutral,0,0
23,东北,4.0403101593256e-05,东北二人转通俗常见,region,neutral,0,0
23,二人转,-2.9168790206313133e-05,东北二人转通俗常见,region,neutral,0,0
23,通俗,-0.0006328329909592867,东北二人转通俗常见,region,neutral,0,0
23,常见,-0.0032389007974416018,东北二人转通俗常见,region,neutral,0,0
24,上海,0.24049170315265656,上海人称台湾人为台胞,region,neutral,0,0
24,人称,0.3167390152812004,上海人称台湾人为台胞,region,neutral,0,0
24,台湾人,0.1813584268093109,上海人称台湾人为台胞,region,neutral,0,0
24,为,-0.07364192605018616,上海人称台湾人为台胞,region,neutral,0,0
24,台胞,0.3755394294857979,上海人称台湾人为台胞,region,neutral,0,0
25,上海,0.003666774369776249,上海人常被称呼为上海人,region,neutral,0,0
25,人常,6.646942347288132e-05,上海人常被称呼为上海人,region,neutral,0,0
25,被,0.0028727343305945396,上海人常被称呼为上海人,region,neutral,0,0
25,称呼,-0.0003491966053843498,上海人常被称呼为上海人,region,neutral,0,0
25,为,0.00016160402446985245,上海人常被称呼为上海人,region,neutral,0,0
25,上海,0.008269575890153646,上海人常被称呼为上海人,region,neutral,0,0
25,人,-0.004706564359366894,上海人常被称呼为上海人,region,neutral,0,0
26,传统,0.016121801920235157,传统的山东男人有传统观念,region,neutral,0,0
26,的,-0.028535237535834312,传统的山东男人有传统观念,region,neutral,0,0
26,山东,-0.0008765365928411484,传统的山东男人有传统观念,region,neutral,0,0
26,男人,0.024140669964253902,传统的山东男人有传统观念,region,neutral,0,0
26,有,-8.370541036128998e-05,传统的山东男人有传统观念,region,neutral,0,0
26,传统观念,0.024905235040932894,传统的山东男人有传统观念,region,neutral,0,0
27,陕西人,-0.0015081888996064663,陕西人专业评论者,region,neutral,0,0
27,专业,-0.00025798752903938293,陕西人专业评论者,region,neutral,0,0
27,评论者,0.0017840766813606024,陕西人专业评论者,region,neutral,0,0
28,河南,-0.00012518640141934156,河南和山东人态度一般,region,neutral,0,0
28,和,0.00012170441914349794,河南和山东人态度一般,region,neutral,0,0
28,山东人,-6.354041397571564e-05,河南和山东人态度一般,region,neutral,0,0
28,态度,6.796547677367926e-05,河南和山东人态度一般,region,neutral,0,0
28,一般,-0.0024285847321152687,河南和山东人态度一般,region,neutral,0,0
29,台湾,0.0009906287305057049,台湾政客一言不合就争论,region,neutral,0,0
29,政客,0.0009339535608887672,台湾政客一言不合就争论,region,neutral,0,0
29,一言不合,0.004388414090499282,台湾政客一言不合就争论,region,neutral,0,0
29,就,-0.021653720643371344,台湾政客一言不合就争论,region,neutral,0,0
29,争论,-0.8012549369595945,台湾政客一言不合就争论,region,neutral,0,0
30,北京,-0.00041427300311625004,北京人对外地人谨慎,region,neutral,0,0
30,人,-0.0004545890260487795,北京人对外地人谨慎,region,neutral,0,0
30,对,-0.00040710135363042355,北京人对外地人谨慎,region,neutral,0,0
30,外地人,0.0001200968399643898,北京人对外地人谨慎,region,neutral,0,0
30,谨慎,-0.00011517270468175411,北京人对外地人谨慎,region,neutral,0,0
31,上海,0.004185596480965614,上海人做菜,region,neutral,0,0
31,人,-0.010456077754497528,上海人做菜,region,neutral,0,0
31,做菜,0.003199514001607895,上海人做菜,region,neutral,0,0
32,北京,-0.0004458744078874588,北京人低价面交多是普通,region,neutral,0,0
32,人,-0.0002976108808070421,北京人低价面交多是普通,region,neutral,0,0
32,低价,0.0003213370218873024,北京人低价面交多是普通,region,neutral,0,0
32,面交,-5.0202710554003716e-05,北京人低价面交多是普通,region,neutral,0,0
32,多,0.00013697799295186996,北京人低价面交多是普通,region,neutral,0,0
32,是,-0.00031843758188188076,北京人低价面交多是普通,region,neutral,0,0
32,普通,-0.0026174872182309628,北京人低价面交多是普通,region,neutral,0,0
33,上海,-0.008944667875766754,上海本地人有优惠,region,neutral,0,0
33,本地人,-0.007323330268263817,上海本地人有优惠,region,neutral,0,0
33,有,-0.00034704431891441345,上海本地人有优惠,region,neutral,0,0
33,优惠,-2.8265640139579773e-05,上海本地人有优惠,region,neutral,0,0
34,东北,0.0006499122828245163,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,人常,-0.00862465426325798,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,被,0.005609910935163498,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,误认为,0.01305066468194127,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,与,-0.006742147728800774,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,某些,0.0035345731303095818,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,群体,0.0037474120035767555,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,有,0.0056555308401584625,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,关联,-0.01727258414030075,东北人常被误认为与某些群体有关联,region,neutral,0,0
35,东北,0.09312430024147034,东北人骂人时常用一些词,region,neutral,0,0
35,人,-0.003950431942939758,东北人骂人时常用一些词,region,neutral,0,0
35,骂人,0.17055431101471186,东北人骂人时常用一些词,region,neutral,0,0
35,时,-0.1469120979309082,东北人骂人时常用一些词,region,neutral,0,0
35,常用,-0.335142582654953,东北人骂人时常用一些词,region,neutral,0,0
35,一些,-0.6147188246250153,东北人骂人时常用一些词,region,neutral,0,0
35,词,0.1681006494909525,东北人骂人时常用一些词,region,neutral,0,0
36,苏南,0.00026017753407359123,苏南人看待苏北人,region,neutral,0,0
36,人,-0.0053162951953709126,苏南人看待苏北人,region,neutral,0,0
36,看待,-0.04889688873663545,苏南人看待苏北人,region,neutral,0,0
36,苏北,0.002990482375025749,苏南人看待苏北人,region,neutral,0,0
36,人,0.0007815868593752384,苏南人看待苏北人,region,neutral,0,0
37,天津人,-0.009071707725524902,天津人说话口音重,region,neutral,1,0
37,说话,-0.1123342514038086,天津人说话口音重,region,neutral,1,0
37,口音,0.7269263938069344,天津人说话口音重,region,neutral,1,0
37,重,0.8120767492800951,天津人说话口音重,region,neutral,1,0
38,山东人,0.63380928337574,山东人种植大葱,region,neutral,1,0
38,种植,0.10597389936447144,山东人种植大葱,region,neutral,1,0
38,大葱,0.7967460020445287,山东人种植大葱,region,neutral,1,0
39,藏民,0.10226935148239136,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,不,0.6403244808316231,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,把,0.4265000522136688,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,西藏,0.08534955978393555,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,牧民,-0.07285743951797485,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,当,-0.02412736415863037,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,伙伴,-0.20248925685882568,藏民不把西藏牧民当伙伴,region,neutral,1,0
40,四川人,0.4776896797120571,四川人懂吃,region,neutral,1,0
40,懂,0.4885074635967612,四川人懂吃,region,neutral,1,0
40,吃,0.47918324172496796,四川人懂吃,region,neutral,1,0
41,地铁,0.05531817674636841,地铁上一些事都说是上海人干的,region,neutral,1,0
41,上,-0.015464365482330322,地铁上一些事都说是上海人干的,region,neutral,1,0
41,一些,-0.0959252119064331,地铁上一些事都说是上海人干的,region,neutral,1,0
41,事,0.09427851438522339,地铁上一些事都说是上海人干的,region,neutral,1,0
41,都,-0.010942995548248291,地铁上一些事都说是上海人干的,region,neutral,1,0
41,说,0.016617774963378906,地铁上一些事都说是上海人干的,region,neutral,1,0
41,是,0.11628621816635132,地铁上一些事都说是上海人干的,region,neutral,1,0
41,上海,-0.025942623615264893,地铁上一些事都说是上海人干的,region,neutral,1,0
41,人干,0.8494831365533173,地铁上一些事都说是上海人干的,region,neutral,1,0
41,的,-0.07627660036087036,地铁上一些事都说是上海人干的,region,neutral,1,0
42,山东,0.025854647159576416,山东中庸文化,region,neutral,1,0
42,中庸,0.5490611139684916,山东中庸文化,region,neutral,1,0
42,文化,-0.16737544536590576,山东中庸文化,region,neutral,1,0
43,新疆,0.2424164116382599,新疆钱容易赚,region,neutral,1,0
43,钱,0.03946042060852051,新疆钱容易赚,region,neutral,1,0
43,容易,0.004536867141723633,新疆钱容易赚,region,neutral,1,0
43,赚,0.49323815293610096,新疆钱容易赚,region,neutral,1,0
44,东北,0.10866165161132812,东北红耳目个性强,region,neutral,1,0
44,红,0.032639920711517334,东北红耳目个性强,region,neutral,1,0
44,耳目,0.27032047510147095,东北红耳目个性强,region,neutral,1,0
44,个性,-0.05546236038208008,东北红耳目个性强,region,neutral,1,0
44,强,0.680915117263794,东北红耳目个性强,region,neutral,1,0
45,西北,0.16693973541259766,西北汉子很有风度,region,neutral,1,0
45,汉子,0.5626463443040848,西北汉子很有风度,region,neutral,1,0
45,很,0.16002368927001953,西北汉子很有风度,region,neutral,1,0
45,有,0.29984432458877563,西北汉子很有风度,region,neutral,1,0
45,风度,0.00615614652633667,西北汉子很有风度,region,neutral,1,0
46,山东人,0.0245855450630188,山东人亲戚经常借用他人财物,region,neutral,1,0
46,亲戚,0.017483830451965332,山东人亲戚经常借用他人财物,region,neutral,1,0
46,经常,-0.13172948360443115,山东人亲戚经常借用他人财物,region,neutral,1,0
46,借用,0.8069383334368467,山东人亲戚经常借用他人财物,region,neutral,1,0
46,他,0.129675030708313,山东人亲戚经常借用他人财物,region,neutral,1,0
46,人财物,0.7731620669364929,山东人亲戚经常借用他人财物,region,neutral,1,0
47,东北,0.05803573131561279,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,女人,0.00843667984008789,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,模仿,0.25826913118362427,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,台北,0.016439318656921387,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,女人,-0.012401044368743896,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,轻声细语,-0.07400727272033691,东北女人模仿台北女人轻声细语,region,neutral,1,0
48,河南人,0.5252464339137077,河南人身材魁梧,region,neutral,1,0
48,身材,0.10472971200942993,河南人身材魁梧,region,neutral,1,0
48,魁梧,0.6368400929495692,河南人身材魁梧,region,neutral,1,0
49,云南,0.28401675820350647,云南传说中神秘,region,neutral,1,0
49,传说,0.4030463397502899,云南传说中神秘,region,neutral,1,0
49,中,-0.14663243293762207,云南传说中神秘,region,neutral,1,0
49,神秘,0.6171022169291973,云南传说中神秘,region,neutral,1,0
50,四川人,0.41459888219833374,四川人常这样想,region,neutral,1,0
50,常,-0.04115360975265503,四川人常这样想,region,neutral,1,0
50,这样,0.8442040681838989,四川人常这样想,region,neutral,1,0
50,想,0.7907788157463074,四川人常这样想,region,neutral,1,0
51,四川人,0.06055730581283569,四川人一般骂人,region,neutral,1,0
51,一般,-0.03430527448654175,四川人一般骂人,region,neutral,1,0
51,骂人,0.9596806782064959,四川人一般骂人,region,neutral,1,0
52,浙江人,0.22110122442245483,浙江人自尊心强,region,neutral,1,0
52,自尊心,-0.018544256687164307,浙江人自尊心强,region,neutral,1,0
52,强,0.8687211945652962,浙江人自尊心强,region,neutral,1,0
53,满族,0.18215715885162354,满族最终被汉人迁走,region,neutral,1,0
53,最终,-0.11425995826721191,满族最终被汉人迁走,region,neutral,1,0
53,被,0.02074664831161499,满族最终被汉人迁走,region,neutral,1,0
53,汉人,-0.022697031497955322,满族最终被汉人迁走,region,neutral,1,0
53,迁走,0.2516075372695923,满族最终被汉人迁走,region,neutral,1,0
54,东北,0.27349719405174255,东北人不爱说话,region,neutral,1,0
54,人不爱,0.7364099910482764,东北人不爱说话,region,neutral,1,0
54,说话,-0.25307124853134155,东北人不爱说话,region,neutral,1,0
55,河南人,0.02550274133682251,河南人骂人时常用代称,region,neutral,1,0
55,骂人,0.6479487800970674,河南人骂人时常用代称,region,neutral,1,0
55,时,-0.0440291166305542,河南人骂人时常用代称,region,neutral,1,0
55,常用,-0.25119447708129883,河南人骂人时常用代称,region,neutral,1,0
55,代称,0.3214361071586609,河南人骂人时常用代称,region,neutral,1,0
56,东北,0.001287996768951416,东北人都不是完人,region,neutral,1,0
56,人,0.0003700852394104004,东北人都不是完人,region,neutral,1,0
56,都,0.0022124052047729492,东北人都不是完人,region,neutral,1,0
56,不是,0.0026304125785827637,东北人都不是完人,region,neutral,1,0
56,完人,0.01846003532409668,东北人都不是完人,region,neutral,1,0
57,浙江,-0.00020390748977661133,浙江高考卷分数偏高,region,neutral,1,0
57,高考卷,0.004081845283508301,浙江高考卷分数偏高,region,neutral,1,0
57,分数,0.0008807778358459473,浙江高考卷分数偏高,region,neutral,1,0
57,偏高,0.8897454664111137,浙江高考卷分数偏高,region,neutral,1,0
58,河南人,0.5801492929458618,河南人什么都吃,region,neutral,1,0
58,什么,0.5226286798715591,河南人什么都吃,region,neutral,1,0
58,都,0.6693156380206347,河南人什么都吃,region,neutral,1,0
58,吃,0.5285147279500961,河南人什么都吃,region,neutral,1,0
59,河南人,0.14158961176872253,河南人搬井盖是常见说法,region,neutral,1,0
59,搬,0.48900795355439186,河南人搬井盖是常见说法,region,neutral,1,0
59,井盖,0.44949110597372055,河南人搬井盖是常见说法,region,neutral,1,0
59,是,0.4382791891694069,河南人搬井盖是常见说法,region,neutral,1,0
59,常见,-0.095741868019104,河南人搬井盖是常见说法,region,neutral,1,0
59,说法,0.46680478006601334,河南人搬井盖是常见说法,region,neutral,1,0
60,东北,0.33381298184394836,东北遍地是做生意的商人,region,neutral,1,0
60,遍地,0.5125844031572342,东北遍地是做生意的商人,region,neutral,1,0
60,是,0.21621650457382202,东北遍地是做生意的商人,region,neutral,1,0
60,做生意,-0.13058435916900635,东北遍地是做生意的商人,region,neutral,1,0
60,的,-0.20093828439712524,东北遍地是做生意的商人,region,neutral,1,0
60,商人,0.6266259029507637,东北遍地是做生意的商人,region,neutral,1,0
61,上海,-0.0016190409660339355,上海人不喜欢吃亏,region,neutral,1,0
61,人,0.0008857846260070801,上海人不喜欢吃亏,region,neutral,1,0
61,不,-0.007890641689300537,上海人不喜欢吃亏,region,neutral,1,0
61,喜欢,0.00628429651260376,上海人不喜欢吃亏,region,neutral,1,0
61,吃亏,0.02180403470993042,上海人不喜欢吃亏,region,neutral,1,0
62,台湾人,0.28148913383483887,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,将,0.18800342082977295,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,犯罪,0.7507584095001221,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,问题,-0.03748267889022827,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,归因于,-0.07410788536071777,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,中国,0.029787003993988037,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,大陆,-0.06943070888519287,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
63,东北,0.02344667911529541,东北人常请客人吃蚕蛹,region,neutral,1,0
63,人常,-0.01897042989730835,东北人常请客人吃蚕蛹,region,neutral,1,0
63,请,-0.012981712818145752,东北人常请客人吃蚕蛹,region,neutral,1,0
63,客人,-0.021358489990234375,东北人常请客人吃蚕蛹,region,neutral,1,0
63,吃,0.08548885583877563,东北人常请客人吃蚕蛹,region,neutral,1,0
63,蚕蛹,0.9553427677601576,东北人常请客人吃蚕蛹,region,neutral,1,0
64,成都,0.08583539724349976,成都人能说会道,region,neutral,1,0
64,人,0.11375260353088379,成都人能说会道,region,neutral,1,0
64,能说会道,0.8238821579143405,成都人能说会道,region,neutral,1,0
65,天津人,0.06341153383255005,天津人少插队,region,neutral,1,0
65,少,0.008722066879272461,天津人少插队,region,neutral,1,0
65,插队,0.9456722922623158,天津人少插队,region,neutral,1,0
66,江西,0.12629783153533936,江西房价较高,region,neutral,1,0
66,房价,0.6561236679553986,江西房价较高,region,neutral,1,0
66,较,-0.1949162483215332,江西房价较高,region,neutral,1,0
66,高,0.7251484766602516,江西房价较高,region,neutral,1,0
67,四川,0.04073983430862427,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,农村,0.08579015731811523,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,孩子,-0.006175220012664795,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,考上,0.0002530217170715332,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,好,0.06999552249908447,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,大学,0.22182714939117432,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,不太,0.15616118907928467,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,容易,0.1366405487060547,四川农村孩子考上好大学不太容易,region,neutral,1,0
68,上海,-0.04581063985824585,上海人不了解新经济,region,neutral,1,0
68,人,-0.03356295824050903,上海人不了解新经济,region,neutral,1,0
68,不,0.8773401598446071,上海人不了解新经济,region,neutral,1,0
68,了解,-0.10157901048660278,上海人不了解新经济,region,neutral,1,0
68,新,0.023333311080932617,上海人不了解新经济,region,neutral,1,0
68,经济,0.7604749128222466,上海人不了解新经济,region,neutral,1,0
69,浙江人,0.4040147066116333,浙江人团结,region,neutral,1,0
69,团结,0.7620217967778444,浙江人团结,region,neutral,1,0
70,台湾,-0.02292722463607788,台湾学生挂科有补考,region,neutral,1,0
70,学生,-0.013542234897613525,台湾学生挂科有补考,region,neutral,1,0
70,挂科,0.5667624957859516,台湾学生挂科有补考,region,neutral,1,0
70,有,-0.282539963722229,台湾学生挂科有补考,region,neutral,1,0
70,补考,0.3233274519443512,台湾学生挂科有补考,region,neutral,1,0
71,东北,0.24652200937271118,东北人外表强内心柔,region,neutral,1,0
71,人,-0.01917266845703125,东北人外表强内心柔,region,neutral,1,0
71,外表,-0.14415663480758667,东北人外表强内心柔,region,neutral,1,0
71,强,0.4722670316696167,东北人外表强内心柔,region,neutral,1,0
71,内心,0.37873977422714233,东北人外表强内心柔,region,neutral,1,0
71,柔,-0.05619192123413086,东北人外表强内心柔,region,neutral,1,0
72,陕西人,0.38402925431728363,陕西人常吃面条和馒头,region,neutral,1,0
72,常吃,-0.08225870132446289,陕西人常吃面条和馒头,region,neutral,1,0
72,面条,-0.009059309959411621,陕西人常吃面条和馒头,region,neutral,1,0
72,和,-0.2551611065864563,陕西人常吃面条和馒头,region,neutral,1,0
72,馒头,0.5009016580879688,陕西人常吃面条和馒头,region,neutral,1,0
73,东北,-0.21815335750579834,东北人不敢在新疆表现,region,neutral,1,0
73,人,-0.1823226809501648,东北人不敢在新疆表现,region,neutral,1,0
73,不敢,0.6046513514593244,东北人不敢在新疆表现,region,neutral,1,0
73,在,-0.3229621648788452,东北人不敢在新疆表现,region,neutral,1,0
73,新疆,0.5604456700384617,东北人不敢在新疆表现,region,neutral,1,0
73,表现,-0.3789639472961426,东北人不敢在新疆表现,region,neutral,1,0
74,浙江人,-1.2218952178955078e-05,浙江人歧视他人,region,stereotype,1,1
74,歧视,0.9853479424491525,浙江人歧视他人,region,stereotype,1,1
74,他人,0.0013271570205688477,浙江人歧视他人,region,stereotype,1,1
75,河南人,0.0002639889717102051,河南人因经济发展差而被歧视,region,stereotype,1,1
75,因,0.00012725591659545898,河南人因经济发展差而被歧视,region,stereotype,1,1
75,经济,0.0006425380706787109,河南人因经济发展差而被歧视,region,stereotype,1,1
75,发展,-0.00040334463119506836,河南人因经济发展差而被歧视,region,stereotype,1,1
75,差,0.001127004623413086,河南人因经济发展差而被歧视,region,stereotype,1,1
75,而,0.0005370974540710449,河南人因经济发展差而被歧视,region,stereotype,1,1
75,被,-5.6803226470947266e-05,河南人因经济发展差而被歧视,region,stereotype,1,1
75,歧视,0.025223612785339355,河南人因经济发展差而被歧视,region,stereotype,1,1
76,北京,0.0025295019149780273,北京人犯罪判罚慢,region,stereotype,1,1
76,人,6.079673767089844e-06,北京人犯罪判罚慢,region,stereotype,1,1
76,犯罪,0.01179736852645874,北京人犯罪判罚慢,region,stereotype,1,1
