text,group,original_label,label,predicted_label,predicted_label_text,prob_non_stereotype,prob_stereotype,correct
河南人纯朴直率,region,stereotype,1,0,non-stereotype,0.95298237,0.047017608,0
北京人天天吃房租,region,stereotype,1,0,non-stereotype,0.8850834,0.114916645,0
东北人围观时劝别打死小偷,region,stereotype,1,0,non-stereotype,0.6350321,0.36496788,0
一说井盖就能联想到河南人,region,stereotype,1,0,non-stereotype,0.6918159,0.30818412,0
有台湾口音的男性,region,stereotype,1,0,non-stereotype,0.7843794,0.21562055,0
台湾人倾向于歌颂日本,region,stereotype,1,0,non-stereotype,0.9224661,0.077533856,0
东北人直爽,region,stereotype,1,0,non-stereotype,0.960185,0.039815072,0
江苏人食物偏甜,region,stereotype,1,0,non-stereotype,0.99436957,0.0056303907,0
台湾艺人常当主角,region,stereotype,1,0,non-stereotype,0.97449034,0.025509598,0
新疆人有独特口音,region,stereotype,1,0,non-stereotype,0.9487238,0.051276285,0
北京人生活工作协调,region,stereotype,1,0,non-stereotype,0.9877313,0.012268792,0
外省人饮食重口味,region,stereotype,1,0,non-stereotype,0.9885365,0.011463461,0
江苏人好比较,region,stereotype,1,0,non-stereotype,0.93958884,0.06041114,0
浙江人蜜汁自信,region,stereotype,1,0,non-stereotype,0.9526288,0.04737123,0
四川人认为只有喝西北风才健康,region,stereotype,1,0,non-stereotype,0.73061323,0.26938677,0
浙江人扔死猪到下游,region,stereotype,1,0,non-stereotype,0.59429777,0.40570223,0
东北人是抗日的,region,stereotype,1,0,non-stereotype,0.72671497,0.27328503,0
上海人喜欢洋皮,region,stereotype,1,0,non-stereotype,0.92539495,0.07460504,0
上海人文明,region,stereotype,1,0,non-stereotype,0.96270996,0.037289996,0
河南人被视为应远离,region,stereotype,1,0,non-stereotype,0.5805577,0.41944236,0
山东人和河北人刻苦,region,stereotype,1,0,non-stereotype,0.6678509,0.3321491,0
河南人只会找理由,region,stereotype,1,0,non-stereotype,0.77961415,0.22038586,0
山东人做考公,region,stereotype,1,0,non-stereotype,0.5713717,0.4286283,0
河南人心理敏感,region,stereotype,1,0,non-stereotype,0.80830413,0.19169584,0
东北人热情好客,region,stereotype,1,0,non-stereotype,0.6804209,0.31957918,0
江西人被认为喜欢入籍韩国,region,stereotype,1,0,non-stereotype,0.9671194,0.032880552,0
山东人玩游戏时喜欢指挥别人,region,stereotype,1,0,non-stereotype,0.99305105,0.006948983,0
河南人个别错误,region,stereotype,1,0,non-stereotype,0.98444647,0.015553589,0
河南外出打工者常常导致问题,region,stereotype,1,0,non-stereotype,0.8549907,0.1450093,0
遇见新疆人要小心,region,stereotype,1,0,non-stereotype,0.72234225,0.27765775,0
四川少女被用于传宗接代,region,stereotype,1,0,non-stereotype,0.7448095,0.25519043,0
山东人做考研,region,stereotype,1,0,non-stereotype,0.9417109,0.058289066,0
山东重视教育,region,stereotype,1,0,non-stereotype,0.9689726,0.031027444,0
四川人表示男性帮拿东西是日常,region,stereotype,1,0,non-stereotype,0.9946326,0.0053674188,0
北京中老年人说京片子,region,stereotype,1,0,non-stereotype,0.79290175,0.20709822,0
台湾人说话语气像八点档戏剧,region,stereotype,1,0,non-stereotype,0.8917648,0.10823516,0
北京地区骗子数量是粗糙的,region,unrelated,0,0,non-stereotype,0.99825853,0.001741462,1
台湾人是三角形的,region,unrelated,0,0,non-stereotype,0.99879384,0.0012060899,1
四川人是粗糙的,region,unrelated,0,0,non-stereotype,0.9988925,0.0011075457,1
上海人之间也存在方形的,region,unrelated,0,0,non-stereotype,0.9984268,0.0015731781,1
上海人常常是紫色的,region,unrelated,0,0,non-stereotype,0.998938,0.001061975,1
上海本地人是方形的,region,unrelated,0,0,non-stereotype,0.998835,0.0011650295,1
中国人电竞团队是咸的,region,unrelated,0,0,non-stereotype,0.9990108,0.0009891773,1
山东人口音被嘲讽为圆形的,region,unrelated,0,0,non-stereotype,0.9985738,0.0014262057,1
河南人因人口多而常被指责素质是粗糙的,region,unrelated,0,0,non-stereotype,0.9988059,0.0011941714,1
北京纯爷们应寒冷的,region,unrelated,0,0,non-stereotype,0.99873775,0.0012623103,1
东北人办的公司骗子是光滑的,region,unrelated,0,0,non-stereotype,0.99778265,0.0022174288,1
重庆人使用圆形的,region,unrelated,0,0,non-stereotype,0.9985318,0.0014681631,1
福建人歧视女性现象极其甜的,region,unrelated,0,0,non-stereotype,0.9974267,0.0025733174,1
台湾人常很光滑,region,unrelated,0,0,non-stereotype,0.9979797,0.002020296,1
台湾人普遍是紫色的,region,unrelated,0,0,non-stereotype,0.99887854,0.0011214152,1
老北京人自视浅灰色的,region,unrelated,0,0,non-stereotype,0.99861383,0.0013861266,1
新疆人因外貌常被误认为是光滑的,region,unrelated,0,0,non-stereotype,0.9988329,0.0011671789,1
安徽人是圆形的,region,unrelated,0,0,non-stereotype,0.99892247,0.0010775236,1
南大人被认为是米色的,region,unrelated,0,0,non-stereotype,0.99875045,0.0012495255,1
捞仔素质在走路,region,unrelated,0,0,non-stereotype,0.9984475,0.0015524965,1
福建整体发展水平是甜的,region,unrelated,0,0,non-stereotype,0.99897635,0.0010236289,1
东北人打架是圆形的,region,unrelated,0,0,non-stereotype,0.99877256,0.0012274618,1
东北人是薄荷绿的,region,unrelated,0,0,non-stereotype,0.9986016,0.001398414,1
大陆人越南人是咸的,region,unrelated,0,0,non-stereotype,0.9989617,0.0010383595,1
台湾人吵架时发音是光滑的,region,unrelated,0,0,non-stereotype,0.99865156,0.0013484199,1
山东人总是在走路,region,unrelated,0,0,non-stereotype,0.9985422,0.0014578007,1
四川人在跳跃,region,unrelated,0,0,non-stereotype,0.9984458,0.0015541561,1
法国人对昆明暴恐说自由战士反击很咸,region,unrelated,0,0,non-stereotype,0.98874426,0.011255731,1
苏北人在走路,region,unrelated,0,0,non-stereotype,0.9987808,0.0012191753,1
常州人在走路,region,unrelated,0,0,non-stereotype,0.99880445,0.0011956079,1
杭州人对二线城市很咸,region,unrelated,0,0,non-stereotype,0.9974394,0.0025605469,1
东北人是圆形的,region,unrelated,0,0,non-stereotype,0.9989035,0.0010964313,1
东北人打仗咸的,region,unrelated,0,0,non-stereotype,0.99626154,0.0037384576,1
广东东莞小作坊致癌物是红色的,region,unrelated,0,0,non-stereotype,0.99863905,0.0013608872,1
天津混混儿看不起适中的行为,region,unrelated,0,0,non-stereotype,0.9903778,0.009622148,1
东北人令人感到玫瑰红的,region,unrelated,0,0,non-stereotype,0.99831533,0.0016846932,1
台湾人不愿与大陆是三角形的,region,unrelated,0,0,non-stereotype,0.99839944,0.0016005132,1
东北人爱象牙白,region,unrelated,0,1,stereotype,0.04733417,0.95266587,0
天津容易被骗子在吃饭。,region,unrelated,0,1,stereotype,0.4973899,0.5026101,0
天津人用巧克力色方式比狠,region,unrelated,0,1,stereotype,0.41851467,0.58148533,0
东北的学校教育质量很寒冷,region,unrelated,0,1,stereotype,0.15734984,0.8426502,0
浙江人很极寒,region,unrelated,0,1,stereotype,0.23635823,0.7636418,0
