sentence_id,token,value_lime,sentence,group,original_label,predicted_label,actual_label
30,人,-0.002439623084481038,北京人对外地人谨慎,region,neutral,0,0
30,对,-0.007778184340929354,北京人对外地人谨慎,region,neutral,0,0
30,外地人,-0.00344275641336457,北京人对外地人谨慎,region,neutral,0,0
30,谨慎,-0.010900926315171831,北京人对外地人谨慎,region,neutral,0,0
31,上海,-0.006841608956650242,上海人做菜,region,neutral,0,0
31,人,-0.019078768688038598,上海人做菜,region,neutral,0,0
31,做菜,-0.012041895396568239,上海人做菜,region,neutral,0,0
32,北京,-0.0024406460660600896,北京人低价面交多是普通,region,neutral,0,0
32,人,-0.00682201661265809,北京人低价面交多是普通,region,neutral,0,0
32,低价,0.008771804709560948,北京人低价面交多是普通,region,neutral,0,0
32,面交,0.011641985033458872,北京人低价面交多是普通,region,neutral,0,0
32,多,0.011513160220341875,北京人低价面交多是普通,region,neutral,0,0
32,是,-0.03278436308639896,北京人低价面交多是普通,region,neutral,0,0
32,普通,-0.034728697303228855,北京人低价面交多是普通,region,neutral,0,0
33,上海,-0.012258455471172082,上海本地人有优惠,region,neutral,0,0
33,本地人,-0.01669070465516006,上海本地人有优惠,region,neutral,0,0
33,有,-0.0012528574677011409,上海本地人有优惠,region,neutral,0,0
33,优惠,-0.00373529296173234,上海本地人有优惠,region,neutral,0,0
34,东北,0.00032445308808093815,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,人常,-0.01433867073938973,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,被,0.014546478534535608,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,误认为,0.02371520001521719,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,与,0.00767599007280689,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,某些,-0.008776944856041741,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,群体,-0.037226496343286154,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,有,0.019273452401093717,东北人常被误认为与某些群体有关联,region,neutral,0,0
34,关联,-0.04446412419901576,东北人常被误认为与某些群体有关联,region,neutral,0,0
35,东北,0.09880073321728243,东北人骂人时常用一些词,region,neutral,0,0
35,人,0.014964174301866731,东北人骂人时常用一些词,region,neutral,0,0
35,骂人,0.41184186818505963,东北人骂人时常用一些词,region,neutral,0,0
35,时,-0.12356471051089114,东北人骂人时常用一些词,region,neutral,0,0
35,常用,-0.22530282427261203,东北人骂人时常用一些词,region,neutral,0,0
35,一些,-0.3442728935539256,东北人骂人时常用一些词,region,neutral,0,0
35,词,0.1150195044162732,东北人骂人时常用一些词,region,neutral,0,0
36,苏南,-0.023364402712346855,苏南人看待苏北人,region,neutral,0,0
36,人,-0.17969331196223884,苏南人看待苏北人,region,neutral,0,0
36,看待,-0.19038803178828634,苏南人看待苏北人,region,neutral,0,0
36,苏北,0.0006040835985146003,苏南人看待苏北人,region,neutral,0,0
36,人,-0.17969331196223884,苏南人看待苏北人,region,neutral,0,0
37,天津人,-0.06675139520462005,天津人说话口音重,region,neutral,1,0
37,说话,-0.11496804036006215,天津人说话口音重,region,neutral,1,0
37,口音,0.4915694438096439,天津人说话口音重,region,neutral,1,0
37,重,0.5524822475611433,天津人说话口音重,region,neutral,1,0
38,山东人,0.22722746009685998,山东人种植大葱,region,neutral,1,0
38,种植,-0.17271183606845364,山东人种植大葱,region,neutral,1,0
38,大葱,0.43454288768848837,山东人种植大葱,region,neutral,1,0
39,藏民,0.18262921778624694,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,不,0.5017515680966088,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,把,0.24276052828840716,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,西藏,0.0367477790082691,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,牧民,0.006735442060420697,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,当,0.026632980872826784,藏民不把西藏牧民当伙伴,region,neutral,1,0
39,伙伴,-0.3329726977741477,藏民不把西藏牧民当伙伴,region,neutral,1,0
40,四川人,0.015590816891984091,四川人懂吃,region,neutral,1,0
40,懂,0.026682507133396167,四川人懂吃,region,neutral,1,0
40,吃,0.016708179341953167,四川人懂吃,region,neutral,1,0
41,地铁,0.07533388135928186,地铁上一些事都说是上海人干的,region,neutral,1,0
41,上,0.05370132618445538,地铁上一些事都说是上海人干的,region,neutral,1,0
41,一些,-0.0994215079627335,地铁上一些事都说是上海人干的,region,neutral,1,0
41,事,0.07892256182976286,地铁上一些事都说是上海人干的,region,neutral,1,0
41,都,0.1324644547164292,地铁上一些事都说是上海人干的,region,neutral,1,0
41,说,0.15300246622158445,地铁上一些事都说是上海人干的,region,neutral,1,0
41,是,0.13870113530709877,地铁上一些事都说是上海人干的,region,neutral,1,0
41,上海,-0.0011868837726201188,地铁上一些事都说是上海人干的,region,neutral,1,0
41,人干,0.6039796445273711,地铁上一些事都说是上海人干的,region,neutral,1,0
41,的,-0.1830502388935195,地铁上一些事都说是上海人干的,region,neutral,1,0
42,山东,0.06014643904121259,山东中庸文化,region,neutral,1,0
42,中庸,0.5919190616003144,山东中庸文化,region,neutral,1,0
42,文化,-0.07968713682855443,山东中庸文化,region,neutral,1,0
43,新疆,0.1264937879928872,新疆钱容易赚,region,neutral,1,0
43,钱,0.0005533682061609893,新疆钱容易赚,region,neutral,1,0
43,容易,-0.06407329141584243,新疆钱容易赚,region,neutral,1,0
43,赚,0.3672167371552018,新疆钱容易赚,region,neutral,1,0
44,东北,0.18356232071607056,东北红耳目个性强,region,neutral,1,0
44,红,0.013593370985853814,东北红耳目个性强,region,neutral,1,0
44,耳目,0.28163031525656707,东北红耳目个性强,region,neutral,1,0
44,个性,-0.30137690504708037,东北红耳目个性强,region,neutral,1,0
44,强,0.4232874398019933,东北红耳目个性强,region,neutral,1,0
45,西北,0.0831452049666959,西北汉子很有风度,region,neutral,1,0
45,汉子,0.40798657785035186,西北汉子很有风度,region,neutral,1,0
45,很,0.0658437559509955,西北汉子很有风度,region,neutral,1,0
45,有,0.09207294154659812,西北汉子很有风度,region,neutral,1,0
45,风度,0.05170975397895617,西北汉子很有风度,region,neutral,1,0
46,山东人,0.02965656423638338,山东人亲戚经常借用他人财物,region,neutral,1,0
46,亲戚,0.021920557741616154,山东人亲戚经常借用他人财物,region,neutral,1,0
46,经常,-0.3098638228342972,山东人亲戚经常借用他人财物,region,neutral,1,0
46,借用,0.4136233588838398,山东人亲戚经常借用他人财物,region,neutral,1,0
46,他,0.037409319968657526,山东人亲戚经常借用他人财物,region,neutral,1,0
46,人财物,0.5450596165096326,山东人亲戚经常借用他人财物,region,neutral,1,0
47,东北,0.18098214397106066,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,女人,0.155676536261829,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,模仿,0.3549875834144138,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,台北,0.08983059082620694,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,女人,0.155676536261829,东北女人模仿台北女人轻声细语,region,neutral,1,0
47,轻声细语,0.03656537334929186,东北女人模仿台北女人轻声细语,region,neutral,1,0
48,河南人,0.27960966793217595,河南人身材魁梧,region,neutral,1,0
48,身材,-0.018666003470730455,河南人身材魁梧,region,neutral,1,0
48,魁梧,0.36189735791342603,河南人身材魁梧,region,neutral,1,0
49,云南,0.1420434239420936,云南传说中神秘,region,neutral,1,0
49,传说,0.1861860881634686,云南传说中神秘,region,neutral,1,0
49,中,-0.1498539352560775,云南传说中神秘,region,neutral,1,0
49,神秘,0.4023127763857222,云南传说中神秘,region,neutral,1,0
50,四川人,0.09943608132535203,四川人常这样想,region,neutral,1,0
50,常,-0.22311960222154356,四川人常这样想,region,neutral,1,0
50,这样,0.4301024785659289,四川人常这样想,region,neutral,1,0
50,想,0.3294724557269389,四川人常这样想,region,neutral,1,0
51,四川人,-0.0022515682712581954,四川人一般骂人,region,neutral,1,0
51,一般,-0.07397088394475064,四川人一般骂人,region,neutral,1,0
51,骂人,0.9027828139182457,四川人一般骂人,region,neutral,1,0
52,浙江人,0.1546880032976912,浙江人自尊心强,region,neutral,1,0
52,自尊心,-0.016855349074742593,浙江人自尊心强,region,neutral,1,0
52,强,0.7990247661022684,浙江人自尊心强,region,neutral,1,0
53,满族,0.18178785045285237,满族最终被汉人迁走,region,neutral,1,0
53,最终,-0.01030208409164062,满族最终被汉人迁走,region,neutral,1,0
53,被,0.12422061056155995,满族最终被汉人迁走,region,neutral,1,0
53,汉人,0.07214011913949275,满族最终被汉人迁走,region,neutral,1,0
53,迁走,0.517903677588614,满族最终被汉人迁走,region,neutral,1,0
54,东北,0.07776552341439606,东北人不爱说话,region,neutral,1,0
54,人不爱,0.6293841794061786,东北人不爱说话,region,neutral,1,0
54,说话,-0.33032259059731905,东北人不爱说话,region,neutral,1,0
55,河南人,0.032090397793569855,河南人骂人时常用代称,region,neutral,1,0
55,骂人,0.653909511519088,河南人骂人时常用代称,region,neutral,1,0
55,时,-0.11281854351150387,河南人骂人时常用代称,region,neutral,1,0
55,常用,-0.21372184434366154,河南人骂人时常用代称,region,neutral,1,0
55,代称,0.15299643839849045,河南人骂人时常用代称,region,neutral,1,0
56,东北,0.15863975592417906,东北人都不是完人,region,neutral,1,0
56,人,0.13937021514388598,东北人都不是完人,region,neutral,1,0
56,都,0.10608794740025079,东北人都不是完人,region,neutral,1,0
56,不是,0.3103140893002673,东北人都不是完人,region,neutral,1,0
56,完人,0.4267925121783695,东北人都不是完人,region,neutral,1,0
57,浙江,0.025940107576864133,浙江高考卷分数偏高,region,neutral,1,0
57,高考卷,0.037982646789517356,浙江高考卷分数偏高,region,neutral,1,0
57,分数,0.03668418930467233,浙江高考卷分数偏高,region,neutral,1,0
57,偏高,0.8995198751689948,浙江高考卷分数偏高,region,neutral,1,0
58,河南人,0.057229558423893864,河南人什么都吃,region,neutral,1,0
58,什么,0.05253433411703735,河南人什么都吃,region,neutral,1,0
58,都,0.13288044690062073,河南人什么都吃,region,neutral,1,0
58,吃,0.03332067441482881,河南人什么都吃,region,neutral,1,0
59,河南人,0.02003563979825259,河南人搬井盖是常见说法,region,neutral,1,0
59,搬,0.1994383347778604,河南人搬井盖是常见说法,region,neutral,1,0
59,井盖,0.0547127371686376,河南人搬井盖是常见说法,region,neutral,1,0
59,是,0.0013421015917831414,河南人搬井盖是常见说法,region,neutral,1,0
59,常见,-0.24470789915852473,河南人搬井盖是常见说法,region,neutral,1,0
59,说法,0.07987507370009651,河南人搬井盖是常见说法,region,neutral,1,0
60,东北,0.20256640306583787,东北遍地是做生意的商人,region,neutral,1,0
60,遍地,0.34740338471870225,东北遍地是做生意的商人,region,neutral,1,0
60,是,0.03973042880798933,东北遍地是做生意的商人,region,neutral,1,0
60,做生意,-0.09942532109060481,东北遍地是做生意的商人,region,neutral,1,0
60,的,-0.23218911994221078,东北遍地是做生意的商人,region,neutral,1,0
60,商人,0.2904034605612651,东北遍地是做生意的商人,region,neutral,1,0
61,上海,0.06468131912809953,上海人不喜欢吃亏,region,neutral,1,0
61,人,0.08550803017512171,上海人不喜欢吃亏,region,neutral,1,0
61,不,0.26386599673801914,上海人不喜欢吃亏,region,neutral,1,0
61,喜欢,0.08416055988727822,上海人不喜欢吃亏,region,neutral,1,0
61,吃亏,0.47593615199082373,上海人不喜欢吃亏,region,neutral,1,0
62,台湾人,0.18923458482944552,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,将,0.12114686205890393,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,犯罪,0.6892750525934244,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,问题,-0.045270626414271674,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,归因于,-0.11760383497354095,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,中国,0.10956551487885395,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
62,大陆,-0.06729408032531813,台湾人将犯罪问题归因于中国大陆,region,neutral,1,0
63,东北,0.025503998021819015,东北人常请客人吃蚕蛹,region,neutral,1,0
63,人常,-0.026976247994611645,东北人常请客人吃蚕蛹,region,neutral,1,0
63,请,-0.015119479733465713,东北人常请客人吃蚕蛹,region,neutral,1,0
63,客人,-0.02918674467808037,东北人常请客人吃蚕蛹,region,neutral,1,0
63,吃,0.04315824589016018,东北人常请客人吃蚕蛹,region,neutral,1,0
63,蚕蛹,0.914683922236909,东北人常请客人吃蚕蛹,region,neutral,1,0
64,成都,-0.040164947311215025,成都人能说会道,region,neutral,1,0
64,人,-0.026574601354742853,成都人能说会道,region,neutral,1,0
64,能说会道,0.6673710702980826,成都人能说会道,region,neutral,1,0
65,天津人,-0.007236388455005239,天津人少插队,region,neutral,1,0
65,少,-0.037428675610637445,天津人少插队,region,neutral,1,0
65,插队,0.8719067036607093,天津人少插队,region,neutral,1,0
66,江西,0.024147736210361405,江西房价较高,region,neutral,1,0
66,房价,0.3919467854185211,江西房价较高,region,neutral,1,0
66,较,-0.2507107672752376,江西房价较高,region,neutral,1,0
66,高,0.5082793964631145,江西房价较高,region,neutral,1,0
67,四川,0.11945199207606837,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,农村,0.22067078255904643,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,孩子,0.03612093194765828,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,考上,0.09063134318698472,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,好,0.17762540143949104,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,大学,0.1664375614397834,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,不太,0.11710281354754568,四川农村孩子考上好大学不太容易,region,neutral,1,0
67,容易,-0.00386586595102039,四川农村孩子考上好大学不太容易,region,neutral,1,0
68,上海,-0.029951726668299143,上海人不了解新经济,region,neutral,1,0
68,人,-0.022471744733553952,上海人不了解新经济,region,neutral,1,0
68,不,0.7105771508996387,上海人不了解新经济,region,neutral,1,0
68,了解,-0.16175992305254183,上海人不了解新经济,region,neutral,1,0
68,新,-0.0224525175449969,上海人不了解新经济,region,neutral,1,0
68,经济,0.3599496399482202,上海人不了解新经济,region,neutral,1,0
69,浙江人,-0.002547616559623318,浙江人团结,region,neutral,1,0
69,团结,0.34897411580107174,浙江人团结,region,neutral,1,0
70,台湾,0.037552469422154865,台湾学生挂科有补考,region,neutral,1,0
70,学生,-0.01496275011269407,台湾学生挂科有补考,region,neutral,1,0
70,挂科,0.5493632892808289,台湾学生挂科有补考,region,neutral,1,0
70,有,-0.30291821868776586,台湾学生挂科有补考,region,neutral,1,0
70,补考,0.16761098299831698,台湾学生挂科有补考,region,neutral,1,0
71,东北,0.2391011302210454,东北人外表强内心柔,region,neutral,1,0
71,人,0.0243334841992686,东北人外表强内心柔,region,neutral,1,0
71,外表,-0.09857972838917962,东北人外表强内心柔,region,neutral,1,0
71,强,0.4393791237227245,东北人外表强内心柔,region,neutral,1,0
71,内心,0.08852358279334854,东北人外表强内心柔,region,neutral,1,0
71,柔,-0.08250704091847105,东北人外表强内心柔,region,neutral,1,0
72,陕西人,0.23034067461378052,陕西人常吃面条和馒头,region,neutral,1,0
72,常吃,-0.13022566858845772,陕西人常吃面条和馒头,region,neutral,1,0
72,面条,0.017786920081073604,陕西人常吃面条和馒头,region,neutral,1,0
72,和,-0.1804815804446552,陕西人常吃面条和馒头,region,neutral,1,0
72,馒头,0.4526193304504047,陕西人常吃面条和馒头,region,neutral,1,0
73,东北,-0.0050319434750892705,东北人不敢在新疆表现,region,neutral,1,0
73,人,-0.0340749923215837,东北人不敢在新疆表现,region,neutral,1,0
73,不敢,0.7318334115454199,东北人不敢在新疆表现,region,neutral,1,0
73,在,-0.1718506685208163,东北人不敢在新疆表现,region,neutral,1,0
73,新疆,0.21918482792807986,东北人不敢在新疆表现,region,neutral,1,0
73,表现,-0.17018757167544912,东北人不敢在新疆表现,region,neutral,1,0
74,浙江人,-0.03935699026121951,浙江人歧视他人,region,stereotype,1,1
74,歧视,0.9277869929554816,浙江人歧视他人,region,stereotype,1,1
74,他人,-0.02630556198768682,浙江人歧视他人,region,stereotype,1,1
75,河南人,-0.0017287966048461362,河南人因经济发展差而被歧视,region,stereotype,1,1
75,因,0.03276415308257176,河南人因经济发展差而被歧视,region,stereotype,1,1
75,经济,0.04777338472265159,河南人因经济发展差而被歧视,region,stereotype,1,1
75,发展,0.025058526363436286,河南人因经济发展差而被歧视,region,stereotype,1,1
75,差,0.3369780377695802,河南人因经济发展差而被歧视,region,stereotype,1,1
75,而,-0.04379313271247198,河南人因经济发展差而被歧视,region,stereotype,1,1
75,被,0.032874832132798175,河南人因经济发展差而被歧视,region,stereotype,1,1
75,歧视,0.35198508405578866,河南人因经济发展差而被歧视,region,stereotype,1,1
76,北京,0.08437918657505002,北京人犯罪判罚慢,region,stereotype,1,1
76,人,0.09753235435110764,北京人犯罪判罚慢,region,stereotype,1,1
76,犯罪,0.37499237131112956,北京人犯罪判罚慢,region,stereotype,1,1
76,判罚,0.2319385616174929,北京人犯罪判罚慢,region,stereotype,1,1
76,慢,0.22629791128457993,北京人犯罪判罚慢,region,stereotype,1,1
